"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","1098/DEL/2011","14/04/2011","BRACKET STRUCTURE IN VEHICLE BODY REAR PORTION”","MECHANICAL","29","5","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1119/KOL/2011","26/08/2011","WIRING DEVICE","ELECTRICAL","43","5","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","1123/CHE/2009","14/05/2009","AN IMPROVED REELING CUM TWISTING MACHINE","TEXTILE","15","5","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1135/KOLNP/2007","02/04/2007","A METHOD OF TRANSMITTING FEEDBACK INFORMATION IN AN ORTHOGONONAL FREQUENCY DIVISION MULTIPLEXING (OFDM)/ OFDM ACCESS(OFDMA) MOBILE COMMUNICATION SYSTEM","ELECTRONICS","41","39","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","118/CHE/2009","19/01/2009","PROCESS FOR THE PREPARATION OF CISNUCLEOSIDE DERIVATIVE","BIOCHEMISTRY","38","19","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1182/KOLNP/2006","05/05/2006","APPARATUS AND MEHTOD FOR PROCESSING AN INPUT SIGNAL","ELECTRONICS","83","31","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","1190/CHE/2009","25/05/2009","FOOT REST ASSEMBLY FOR A MOTORCYCLE","MECHANICAL","11","5","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1199/DELNP/2008","12/02/2008","""TRANSDUCER HOUSING FOR AN ULTRASONIC FLUID METER""","ELECTRICAL","22","18","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1202/DELNP/2010","22/02/2010","""HIGH-SWING OPERATIONAL AMPLIFIER OUTPUT STAGE USING ADAPTIVE BIASING""","ELECTRONICS","29","21","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1215/CHENP/2009","04/03/2009","""MOBILE PHONE RELATED INDIRECT COMMUNICATION SYSTEM AND METHOD""","ELECTRONICS","76","30","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1228/KOLNP/2007","09/04/2007","Method for requesting a base station to assign sub-channels to a subscriber station in a communication system","ELECTRONICS","39","40","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","1244/DEL/2010","31/05/2010","ANTI TUBERCULAR AGENTS","CHEMISTRY","30","10","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1255/KOL/2008","23/07/2008","APPARATUS ON A COMBING MACHINE FOR MONITORING THE NOIL PERCENTAGE","MECHANICAL","32","35","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","1281/MUMNP/2009","08/07/2009","AN AUTOMATIC FREQUENCY DEVIATION CORRECTION SYSTEM FOR A MOBILE TERMINAL AND THE METHOD THEREOF","COMMUNICATION","33","10","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1286/KOL/2007","13/09/2007","EQUIPMENT FOR THE MANUFACTURE OF CERAMIC SANITARY WARES","CIVIL","48","35","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","130/KOL/2007","31/01/2007","LUMEN REDUCTION METHODS AND DEVICES","MECHANICAL","15","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","1327/MUM/2010","23/04/2010","SINGLE STAGE PROCESS FOR THE SYNTHESIS OF HERBICIDALLY ACTIVE SALT OF PYRIMIDINYLOXYBENZOIC ACID","CHEMISTRY","12","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","134/MUMNP/2010","21/01/2010","POLARIZATION BEAM SPLITTER-POLARIZATION ROTATOR STRUCTURE","PHYSICS","30","25","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1344/KOL/2009","13/11/2009","ELECTROMAGNETIC FLOWMETER","PHYSICS","19","16","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","1349/MUMNP/2012","31/05/2012","""METHOD FOR PRODUCING WHITE SUGAR, LIGHT BROWN SUGAR AND DARK BROWN SUGAR USING DIRECT RECOVERY PROCESS""","BIOCHEMISTRY","20","12","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1354/DELNP/2012","14/02/2012","""IMPROVED EXTERNAL NASAL DILATOR""","CHEMISTRY","20","9","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1361/KOL/2007","04/10/2007","ADHESIVE APPLICATOR","MECHANICAL","23","10","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1371/CHENP/2012","13/02/2012","POLYMERIC HAIR DYES","CHEMISTRY","43","16","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1385/DELNP/2009","27/02/2009","""A DEVICE FOR CULTURING A BIOLOGIC IN A CULTURE MEDIUM""","MECHANICAL","22","24","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","139/DELNP/2008","04/01/2008","""APPARATUS AND METHOD FOR SEPARATING FLANGES""","MECHANICAL","38","24","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","1410/CHE/2008","10/06/2008","ELECTRICAL CONNECTION TERMINAL AND ELECTRICAL PROTECTION DEVICE COMPRISING ONE SUCH TERMINAL","ELECTRICAL","13","9","19/04/2023"
"48/2017","01/12/2017","Kolkata","DIVISIONAL PCT NATIONAL PHASE APPLICATION","1416/KOLNP/2009","16/04/2009","A ROTOR BLADE FOR A WIND POWER INSTALLATION","MECHANICAL","44","9","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","142/DELNP/2010","08/01/2010","""PROMOTERLESS CASSETTES FOR EXPRESSION OF ALPHAVIRUS STRUCTURAL PROTEINS""","BIOTECHNOLOGY","75","24","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","143/MUM/2009","22/01/2009","THE FUEL SAVING DEVICE","MECHANICAL","16","8","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","1448/MUMNP/2007","17/09/2007","PREDICTIVE EMISSIONS MONITORING SYSTEM AND METHOD","ELECTRONICS","39","11","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","1495/CHE/2010","31/05/2010","MUFFLER DEVICE AND MOTORCYCLE","MECHANICAL","36","5","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","1496/DEL/2005","09/06/2005","""SPREADSHEET FUNCTIONS FOR TABLES OF DATA""","COMPUTER","45","45","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1503/DELNP/2008","21/02/2008","""UPS SYSTEM""","ELECTRICAL","24","25","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","1522/CHE/2010","02/06/2010","SYSTEM AND METHOD FOR TEMPERATURE DATA ACQUISITION","COMPUTER","27","18","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","1525/DEL/2006","28/06/2006","""AN ORGANIC/POLYMER LOW INFORMATION CONTENT DISPLAY""","ELECTRONICS","27","7","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1596/DELNP/2010","09/03/2010","INTERNET PROTOCOL VERSION 4 SUPPORT FOR PROXY MOBILE INTERNET PROTOCOL VERSION 6 ROUTE OPTIMIZATION PROTOCOL","ELECTRONICS","30","20","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1603/CHENP/2010","19/03/2010","A PHARMACEUTICAL COMPOSITION COMPRISING  IRL-1620","CHEMISTRY","41","23","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1603/KOLNP/2008","22/04/2008","DEVICE FOR COUPLING A COOLANT SUPPLY TO A ROLLER","MECHANICAL","28","17","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","1606/MUM/2011","15/06/2011","EVACUATED GLASS TUBE SOLAR THERMAL COLLECTOR","MECHANICAL","29","19","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1627/CHENP/2011","08/03/2011","WORK VEHICLE","MECHANICAL","33","7","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","1647/DEL/2012","30/05/2012","MANUFACTURING METHOD OF OPTICAL FIBER BASE MATERIAL POSSESSING LOW REFRACTIVE INDEX PORTION DISTANTLY-POSITIONED FROM CORE","CHEMISTRY","15","3","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","1649/DEL/2006","18/07/2006","""FLUID TRIM APPARATUS AND METHOD""","MECHANICAL","24","22","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","1655/CHE/2008","07/07/2008","REMOVABLE BACKREST FOR INDUSTRIAL OR COMMERCIAL VEHICLE CAB INTERIOR, AND VEHICLE CAB HAVING REMOVABLE BACKREST","MECHANICAL","10","9","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1657/KOLNP/2007","09/05/2007","IMPROVED QUENCHING METHODS FOR RED BLOOD CELL INACTIVATION PROCESS","BIOTECHNOLOGY","97","58","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","166/CHE/2011","18/01/2011","EGR RATE ESTIMATION/DETECTION SYSTEM","MECHANICAL","38","5","19/04/2023"
"48/2017","01/12/2017","Kolkata","ORDINARY APPLICATION","1664/KOL/2007","11/12/2007","DISCONNECTOR FOR A SWITCHING DEVICE","ELECTRICAL","15","7","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1693/CHENP/2009","26/03/2009","METHOD AND APPARATUS FOR RECONFIGURING IC ARCHITECTURES","ELECTRONICS","22","32","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","1750/CHENP/2010","27/03/2010","DYNAMIC ADDRESS TRANSLATION WITH FRAME MANAGEMENT","COMPUTER","84","7","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1753/DELNP/2010","12/03/2010","METHOD OF OBTAINING EMBRYO FROM PLANT MATERIAL","BIOTECHNOLOGY","114","73","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","1770/MUM/2015","04/05/2015","A FREEZE DRIED PHARMACEUTICAL FORMULATION OF RIFABUTIN AND PROCESS FOR PREPARATION THEREOF","CHEMISTRY","20","15","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","1775/MUMNP/2009","23/09/2009","“METHOD AND SYSTEM FOR PROVIDING CAMEL SERVICES TO A HOME NETWORK’S OUTBOUND ROAMER WITHOUT NEED FOR CAMEL SUPPORT OR AGREEMENT”","ELECTRONICS","70","31","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1824/DELNP/2011","11/03/2011","""PESTICIDAL COMPOSITIONS""","CHEMISTRY","32","5","19/04/2023"
"48/2017","01/12/2017","Kolkata","ORDINARY APPLICATION","186/KOL/2007","06/02/2007","NOVEL DESIGN OF YOKE SHUNT TO CONTROL STRAY LOSSES","ELECTRICAL","8","3","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","1861/DEL/2006","21/08/2006","FORMULATION OF GENERAL DISINFECTANT.","CHEMISTRY","6","NA","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","1861/MUMNP/2009","07/10/2009","AN APPARATUS FOR FORMING A FOOD MATERIAL","FOOD","21","8","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","1901/DEL/2008","11/08/2008","""SPHERICAL CRYSTALLINE NANO HYDROXYAPATITE AND METHOD OF MANUFACTURE FROM CALCIUM OXIDE""","PHYSICS","45","18","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","1913/CHE/2011","06/06/2011","A PROCESS FOR PREPARATION OF NEVIRAPINE","CHEMISTRY","18","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","CONVENTION APPLICATION","1917/MUM/2010","30/06/2010","APPARATUSES, SYSTEMS, AND METHODS FOR PRIORITIZED LOAD BALANCING","COMMUNICATION","25","15","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1920/KOLNP/2012","26/07/2012","A method for producing L-ornithine or L-arginine”","BIOTECHNOLOGY","23","7","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","1940/CHE/2007","30/08/2007","A REVERSE GEAR DEVICE FOR A MOTOR VEHICLE","MECHANICAL","11","2","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","1950/KOLNP/2012","30/07/2012","METHODS OF SYNTHESIZING AND ISOLATING N-(BROMOACETYL)-3,3-DINITROAZETIDINE AND A COMPOSITION INCLUDING THE SAME","CHEMISTRY","24","18","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","1977/DELNP/2009","25/03/2009","""ARRANGEMENT AND METHOD FOR DETERMINING AN ELECTRICAL FEATURE""","PHYSICS","25","22","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","1982/KOL/2008","07/11/2008","METHOD AND APPARATUS TO CONTROL ENGINE TEMPERATURE FOR A HYBRID POWERTRAIN","MECHANICAL","38","20","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2002/CHENP/2010","09/04/2010","METHOD FOR TRANSMITTING MESSAGES USING THE MULTIMEDIA MESSAGE SERVICE (MMS)","COMMUNICATION","15","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","201721002084","19/01/2017","SYSTEM AND METHOD OF MANUFACTURING CURED MEMBRANE / POND LINER","MECHANICAL","18","11","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2077/MUMNP/2011","04/10/2011","PUSH BUTTON, METHOD FOR THE PRODUCTION THEREOF, AND MEDICAL MANIPULATING PART","ELECTRICAL","15","8","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","2128/DEL/2006","26/09/2006","PROCESS FOR PREPARATION OF SAFFRON CREAM LIQUEUR","FOOD","10","8","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","2142/CHE/2010","28/07/2010","LINKAGE DEVICE FOR FLAP RUDDERS FOR WATERCRAFT","MECHANICAL","24","15","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","2145/DEL/2007","12/10/2007","""STRUCTURE OF MOUNTING PORTION OF SHIFT POSITION SENSOR""","MECHANICAL","39","7","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","2153/CHE/2010","29/07/2010","""SYSTEM AND METHOD FOR MIGRATING DOCUMENTS TO CONTENT MANAGEMENT SYSTEMS""","COMPUTER","63","21","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","2159/DEL/2007","15/10/2007","""METHOD AND SYSTEM FOR TESTING THE OVERSPEED PROTECTION SYSTEM OF A TURBOMACHINE""","MECHANICAL","29","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2169/MUMNP/2009","20/11/2009","''DEVICE FOR LATCHING A CONNECTOR DEVICE AND ASSOCIATED TOOL''","ELECTRICAL","41","19","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","217/DEL/2012","25/01/2012","A HETEROGENEOUS CATALYTIC PROCESS FOR PRODUCTION  OF PROPIOLIC ACIDS","CHEMISTRY","19","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","2181/MUM/2010","30/07/2010","A DIFFERENTIAL LOCK MECHANISM","MECHANICAL","30","14","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2182/MUMNP/2012","17/09/2012","PROCESS AND SYSTEM FOR PRODUCING SYNTHESIS GAS FROM BIOMASS BY PYROLYSIS","CHEMISTRY","26","10","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","2221/CHE/2008","12/09/2008","SPEED CHANGE DEVICE FOR TRAVELING VEHICLE","MECHANICAL","24","7","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","2230/MUM/2011","08/08/2011","A WHEEL DRIVE ARCHITECTURE FOR ELECTRIC VEHICLES.","ELECTRICAL","24","11","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2239/DELNP/2004","02/08/2004","""A COSMETIC COMPOSITION FOR REDUCING SUBCUTANEOUS EXCESS FAT""","CHEMISTRY","33","6","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","2249/MUM/2009","25/09/2009","METHOD AND SYSTEM TO SPLIT DATA ACROSS MULTIPLE THREADS","COMPUTER","33","7","19/04/2023"
"48/2017","01/12/2017","Delhi","DIVISIONAL CONVENTION APPLICATION","2278/DEL/2012","23/07/2012","AN ELECTROCHEMICAL DEVICE COMPRISING A GEL POLYMER ELECTROLYTE","POLYMER","26","4","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","2299/KOLNP/2008","09/06/2008","MAINTAINING COMMUNICATION BETWEEN MOBILE TERMINAL AND NETWORK IN MOBILE COMMUNICATION SYSTEM","ELECTRONICS","22","18","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2351/CHENP/2011","06/04/2011","A PROCESS FOR PRODUCING AN OPTICALLY ACTIVE CYCLOPROPANECARBOXYLIC ACID ESTER COMPOUND","CHEMISTRY","149","13","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","2362/KOLNP/2010","29/06/2010","PERSONAL CARE AND COSMETIC COMPOSITION CONTAINING TETRAPEPTIDES WITH THE MOTIFS GX1 X2G, PX1X2P, OR PX1X2K","BIOTECHNOLOGY","55","9","19/04/2023"
"48/2017","01/12/2017","Mumbai","CONVENTION APPLICATION","2374/MUM/2008","07/11/2008","ELECTROMAGNETIC TRIPPING DEVICE","ELECTRICAL","16","14","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2407/CHENP/2009","29/04/2009","LOCATING A MOBILE STATION INSIDE A BUILDING","ELECTRONICS","18","5","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2438/CHENP/2008","16/05/2008","A COMPOUND COMPRISING AN AUTOANTIGENIC PEPTIDE AND A CARRIER WITH A MHC BINDING MOTIF","BIOTECHNOLOGY","29","26","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","2444/CHE/2010","24/08/2010","METER UNIT FOR MOTORCYCLES","MECHANICAL","57","7","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2452/DELNP/2010","09/04/2010","""MACHINE FOR INJECTING A HEAT CURABLE MATERIAL, IN PARTICULAR FOR RUBBER VULCANISATION, AND CORRESPONDING METHOD FOR ACHIEVING SAME""","MECHANICAL","22","10","19/04/2023"
"48/2017","01/12/2017","Mumbai","CONVENTION APPLICATION","2474/MUM/2007","17/12/2007","OIL FILTER INSTALLATION STRUCTURE FOR INCLINED ENGINE","MECHANICAL","36","11","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2523/DELNP/2008","26/03/2008","""COAXIAL CABLE CONNECTOR""","MECHANICAL","40","5","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2537/MUMNP/2008","26/11/2008","DETERGENT COMPOSITIONS","POLYMER","34","15","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2547/MUMNP/2010","30/11/2010","“SYSTEM AND METHOD OF AN IN-BAND MODEM FOR  DATA COMMUNICATIONS OVER DIGITAL WIRELESS COMMUNICATION NETWORKS”","ELECTRONICS","77","27","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","2552/DEL/2007","05/12/2007","""ELECTRIC MOTOR WITH STATIC BRAKE""","ELECTRICAL","17","19","19/04/2023"
"48/2017","01/12/2017","Delhi","ORDINARY APPLICATION","2555/DEL/2009","09/12/2009","“VME POWER SUPPLY (VPS) SYSTEM”","MECHANICAL","23","15","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2599/DELNP/2009","21/04/2009","""An immunogenic composition comprising an inactivated form of HPGGT""","BIOTECHNOLOGY","49","46","19/04/2023"
"48/2017","01/12/2017","Mumbai","CONVENTION APPLICATION","2612/MUM/2008","15/12/2008","ENGINE OIL PAN STRUCTURE","MECHANICAL","28","3","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","2617/MUM/2007","31/12/2007","A METHOD OF JOINING INNER AND OUTER METAL PANELS OF A VEHICLE  DOOR","MECHANICAL","13","6","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2626/CHENP/2008","26/05/2008","BUILD-TIME ENFORCEMENT OF ARCHITECTURAL PARITIONINING","COMPUTER","27","18","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2632/CHENP/2010","04/05/2010","AMPHIPHILIC WATER-SOLUBLE ALKOXYLATED POLYALKYLENEIMINES HAVING AN INNER POLYETHYLENE OXIDE BLOCK AND AN OUTER POLYPROPYLENE OXIDE BLOCK","POLYMER","13","13","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2641/CHENP/2009","11/05/2009","LIGHTING DEVICE","ELECTRICAL","22","15","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2641/DELNP/2010","17/04/2010","BENZOQUINONE DERIVATIVE E3330 IN COMBINATION WITH CHEMOTHERAPEUTIC AGENTS FOR THE TREATMENT OF CANCER AND ANGIOGENESIS","BIOTECHNOLOGY","57","16","19/04/2023"
"48/2017","01/12/2017","Mumbai","PCT NATIONAL PHASE APPLICATION","2685/MUMNP/2008","17/12/2008","DOSAGE-DISPENSING ELEMENT ON A CONTAINER FOR FREE-FLOWING OR POURABLE BULK MATERIALS","MECHANICAL","27","12","19/04/2023"
"48/2017","01/12/2017","Chennai","CONVENTION APPLICATION","2694/CHE/2009","05/11/2009","""WATCH INCLUDING A BUILT-IN MICROPHONE IN THE WATCHCASE""","ELECTRONICS","13","10","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2725/CHENP/2010","07/05/2010","TESTING SPECIMEN VEHICLE COMPONENTS","PHYSICS","24","10","19/04/2023"
"48/2017","01/12/2017","Kolkata","CONVENTION APPLICATION","273/KOL/2006","27/03/2006","INTEGATOR SYSTEM AND METHOD FOR RAPIDLY DETERMINING EFFECTIVENESS OF A GERMICIDAL TREATMENT","CHEMISTRY","1","20","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2742/CHENP/2009","15/05/2009","PROCESSING METHOD FOR MESSAGE INTEGRITY WITH TOLERANCE FOR NON-SEQUENTIAL ARRIVAL OF MESSAGE DATA","ELECTRONICS","41","12","19/04/2023"
"48/2017","01/12/2017","Delhi","CONVENTION APPLICATION","2763/DEL/2005","14/10/2005","""METHOD TO CHAIN EVENTS IN A SYSTEM EVENT LOG""","COMPUTER","19","20","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","2839/CHE/2007","30/11/2007","METHOD FOR PRINTING A PLURALITY OF FILES OF DIFFERENT APPLICATIONS
RUNNING IN A DEVICE USING A SINGLE PRINT COMMAND","COMPUTER","14","5","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2879/DELNP/2005","28/06/2005","""PROCESS FOR PRODUCING BENZYLAMINE DERIVATIVE""","CHEMISTRY","30","4","19/04/2023"
"48/2017","01/12/2017","Mumbai","ORDINARY APPLICATION","2905/MUM/2011","17/10/2011","""A ZINC COMPLEX OF TRIAZOLE LINKED PYRIDYL-CONJUGATE OF CALIX[4]ARENE""","CHEMISTRY","43","8","19/04/2023"
"48/2017","01/12/2017","Chennai","ORDINARY APPLICATION","292/CHE/2006","23/02/2006","BANANA SLICER","MECHANICAL","16","12","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","2929/DELNP/2010","27/04/2010","""METHOD OF DELIVERING AN ANTI-CANCER AGENT TO A CELL""","CHEMISTRY","40","32","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2930/CHENP/2011","29/04/2011","PROCESS FOR THE PREPARATION OF PHOSPHATED POLYCONDENSATES AND USE THEREOF","POLYMER","24","15","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","295/DELNP/2013","10/01/2013","""METHOD FOR MANUFACTURING GRAIN-ORIENTED ELECTRICAL STEEL SHEET""","METALLURGY","36","6","19/04/2023"
"48/2017","01/12/2017","Delhi","PCT NATIONAL PHASE APPLICATION","296/DELNP/2009","14/01/2009","""GLYCO-ENGINEERED ANTIBODIES""","BIOTECHNOLOGY","46","33","19/04/2023"
"48/2017","01/12/2017","Chennai","PCT NATIONAL PHASE APPLICATION","2962/CHENP/2008","12/06/2008","QUALITATIVELY ANNOTATED CODE","COMPUTER","32","20","19/04/2023"
"48/2017","01/12/2017","Kolkata","PCT NATIONAL PHASE APPLICATION","2965/KOLNP/2009","20/08/2009","METHOD FOR THE LAYERED PRODUCTION OF A THREE-DIMENSIONAL OBJECT","MECHANICAL","30","22","19/04/2023"
